time,setpoint,response,error
2.0010,0.412824,-2.132253,2.545077
2.0489,0.412824,-2.132253,2.545077
2.0995,0.412824,-2.716076,3.128900
2.1267,0.412824,-2.716076,3.128900
2.1775,0.412824,-2.716076,3.128900
2.1796,0.412824,-2.716076,3.128900
2.1995,0.412824,-2.946558,-2.923804
2.2316,0.412824,-2.946558,-2.923804
2.2791,0.412824,-2.946558,-2.923804
2.3003,0.412824,-3.066584,-2.803778
2.3289,0.412824,-3.066584,-2.803778
2.3800,0.412824,-3.066584,-2.803778
2.3879,0.412824,-3.066584,-2.803778
2.3986,0.412824,-3.122314,-2.748047
2.4331,0.412824,-3.122314,-2.748047
2.4841,0.412824,-3.122314,-2.748047
2.4860,0.412824,-3.122314,-2.748047
2.4992,0.412824,3.113981,-2.701157
2.5502,0.412824,3.113981,-2.701157
2.5550,0.412824,3.113981,-2.701157
2.5993,0.412824,3.104186,-2.691362
2.6032,0.412824,3.104186,-2.691362
2.6541,0.412824,3.104186,-2.691362
2.6568,0.412824,3.104186,-2.691362
2.6994,0.412824,3.097966,-2.685142
2.7178,0.412824,3.097966,-2.685142
2.7648,0.412824,3.097966,-2.685142
2.7993,0.412824,3.098165,-2.685341
2.8359,0.412824,3.098165,-2.685341
2.8868,0.412824,3.098165,-2.685341
2.8882,0.412824,3.098165,-2.685341
2.8986,0.412824,3.105782,-2.692958
2.9494,0.412824,3.105782,-2.692958
2.9519,0.412824,3.105782,-2.692958
2.9991,0.412824,3.109927,-2.697103
3.0163,0.412824,3.109927,-2.697103
3.0653,0.412824,3.109927,-2.697103
3.0993,0.412824,3.129927,-2.717103
3.1174,0.412824,3.129927,-2.717103
3.1647,0.412824,3.129927,-2.717103
3.2002,0.412824,-3.124146,-2.746215
3.2183,0.412824,-3.124146,-2.746215
3.2664,0.412824,-3.124146,-2.746215
3.2991,0.412824,-3.083527,-2.786834
3.3143,0.412824,-3.083527,-2.786834
3.3651,0.412824,-3.083527,-2.786834
3.3695,0.412824,-3.083527,-2.786834
3.3989,0.412824,-2.976586,-2.893775
3.4181,0.412824,-2.976586,-2.893775
3.4690,0.412824,-2.976586,-2.893775
3.4842,0.412824,-2.976586,-2.893775
3.4992,0.412824,-2.774432,-3.095930
3.5343,0.412824,-2.774432,-3.095930
3.5853,0.412824,-2.774432,-3.095930
3.5855,0.412824,-2.774432,-3.095930
3.5991,0.412824,-2.139369,2.552193
3.6500,0.412824,-2.139369,2.552193
3.6713,0.412824,-2.139369,2.552193
3.6995,0.412824,-2.354264,2.767088
3.7426,0.412824,-2.354264,2.767088
3.7926,0.412824,-2.354264,2.767088
3.7985,0.412824,-0.943056,1.355880
3.8447,0.412824,-0.943056,1.355880
3.8959,0.412824,-0.943056,1.355880
3.9003,0.412824,-0.791016,1.203840
3.9209,0.412824,-0.791016,1.203840
3.9717,0.412824,-0.791016,1.203840
3.9870,0.412824,-0.791016,1.203840
3.9989,0.412824,-0.676116,1.088940
4.0498,0.412824,-0.676116,1.088940
4.0507,0.412824,-0.676116,1.088940
4.0990,0.412824,-0.676651,1.089475
4.1124,0.412824,-0.676651,1.089475
4.1633,0.412824,-0.676651,1.089475
4.1723,0.412824,-0.676651,1.089475
4.1989,0.412824,-0.634458,1.047283
4.2288,0.412824,-0.634458,1.047283
4.2796,0.412824,-0.634458,1.047283
4.2812,0.412824,-0.634458,1.047283
4.2988,0.412824,-0.545982,0.958806
4.3342,0.412824,-0.545982,0.958806
4.3850,0.412824,-0.545982,0.958806
4.3994,0.412824,-0.526872,0.939697
4.4009,0.412824,-0.526872,0.939697
4.4503,0.412824,-0.526872,0.939697
4.5009,0.412824,-0.553182,0.966007
4.5012,0.412824,-0.553182,0.966007
4.5521,0.412824,-0.553182,0.966007
4.5594,0.412824,-0.553182,0.966007
4.5994,0.412824,-0.624156,1.036980
4.6069,0.412824,-0.624156,1.036980
4.6577,0.412824,-0.624156,1.036980
4.6587,0.412824,-0.624156,1.036980
4.6994,0.412824,-0.751358,1.164183
4.7115,0.412824,-0.751358,1.164183
4.7595,0.412824,-0.751358,1.164183
4.7995,0.412824,-0.963575,1.376399
4.8076,0.412824,-0.963575,1.376399
4.8585,0.412824,-0.963575,1.376399
4.8720,0.412824,-0.963575,1.376399
4.9004,0.412824,-1.310381,1.723205
4.9206,0.412824,-1.310381,1.723205
4.9714,0.412824,-1.310381,1.723205
4.9759,0.412824,-1.310381,1.723205
4.9999,0.412824,-1.879462,2.292286
5.0254,0.412824,-1.879462,2.292286
5.0764,0.412824,-1.879462,2.292286
5.0852,0.412824,-1.879462,2.292286
5.0986,0.412824,-2.326002,2.738826
5.1337,0.412824,-2.326002,2.738826
5.1846,0.412824,-2.326002,2.738826
5.1924,0.412824,-2.326002,2.738826
5.1986,0.412824,-2.668234,3.081058
5.2410,0.412824,-2.668234,3.081058
5.2919,0.412824,-2.668234,3.081058
5.2930,0.412824,-2.668234,3.081058
5.2987,0.412824,-2.853279,-3.017082
5.3447,0.412824,-2.853279,-3.017082
5.3936,0.412824,-2.853279,-3.017082
5.3986,0.412824,-2.978275,-2.892086
5.4445,0.412824,-2.978275,-2.892086
5.4953,0.412824,-2.978275,-2.892086
5.4991,0.412824,-3.025321,-2.845040
5.5033,0.412824,-3.025321,-2.845040
5.5543,0.412824,-3.025321,-2.845040
5.5545,0.412824,-3.025321,-2.845040
5.5994,0.412824,-3.105448,-2.764913
5.6169,0.412824,-3.105448,-2.764913
5.6653,0.412824,-3.105448,-2.764913
5.6995,0.412824,3.140829,-2.728005
5.7168,0.412824,3.140829,-2.728005
5.7677,0.412824,3.140829,-2.728005
5.7800,0.412824,3.140829,-2.728005
5.7992,0.412824,3.132610,-2.719786
5.8273,0.412824,3.132610,-2.719786
5.8781,0.412824,3.132610,-2.719786
5.8865,0.412824,3.132610,-2.719786
5.8986,0.412824,3.128132,-2.715308
5.9312,0.412824,3.128132,-2.715308
5.9753,0.412824,3.128132,-2.715308
5.9990,0.412824,3.123026,-2.710202
6.0317,0.412824,3.123026,-2.710202
6.0766,0.412824,3.123026,-2.710202
6.0990,0.412824,3.122014,-2.709189
6.1220,0.412824,3.122014,-2.709189
6.1728,0.412824,3.122014,-2.709189
6.1882,0.412824,3.122014,-2.709189
6.1987,0.412824,3.128341,-2.715517
6.2355,0.412824,3.128341,-2.715517
6.2866,0.412824,3.128341,-2.715517
6.2882,0.412824,3.128341,-2.715517
6.2987,0.412824,-3.129240,-2.741122
6.3332,0.412824,-3.129240,-2.741122
6.3825,0.412824,-3.129240,-2.741122
6.3991,0.412824,-3.076181,-2.794180
6.4425,0.412824,-3.076181,-2.794180
6.4881,0.412824,-3.076181,-2.794180
6.4988,0.412824,-2.949945,-2.920416
6.5361,0.412824,-2.949945,-2.920416
6.5869,0.412824,-2.949945,-2.920416
6.5981,0.412824,-2.949945,-2.920416
6.6000,0.412824,-2.828067,-3.042294
6.6473,0.412824,-2.828067,-3.042294
6.6985,0.412824,-2.828067,-3.042294
6.6997,0.412824,-1.691180,2.104004
6.7107,0.412824,-1.691180,2.104004
6.7615,0.412824,-1.691180,2.104004
6.7698,0.412824,-1.691180,2.104004
6.7991,0.412824,-0.651497,1.064321
6.8256,0.412824,-0.651497,1.064321
6.8764,0.412824,-0.651497,1.064321
6.8863,0.412824,-0.651497,1.064321
6.8988,0.412824,-0.453631,0.866455
6.9346,0.412824,-0.453631,0.866455
6.9850,0.412824,-0.453631,0.866455
6.9987,0.412824,-0.403060,0.815884
7.0495,0.412824,-0.403060,0.815884
7.0509,0.412824,-0.403060,0.815884
7.0959,0.412824,-0.403060,0.815884
7.0990,0.412824,-0.390801,0.803625
7.1483,0.412824,-0.390801,0.803625
7.1898,0.412824,-0.390801,0.803625
7.1982,0.412824,-0.392242,0.805066
7.2312,0.412824,-0.392242,0.805066
7.2819,0.412824,-0.392242,0.805066
7.2950,0.412824,-0.392242,0.805066
7.2987,0.412824,-0.393116,0.805940
7.3328,0.412824,-0.393116,0.805940
7.3728,0.412824,-0.393116,0.805940
7.3987,0.412824,-0.404985,0.817809
7.4397,0.412824,-0.404985,0.817809
7.4906,0.412824,-0.404985,0.817809
7.4941,0.412824,-0.404985,0.817809
7.4988,0.412824,-0.466465,0.879289
7.5398,0.412824,-0.466465,0.879289
7.5905,0.412824,-0.466465,0.879289
7.5981,0.412824,-0.466465,0.879289
7.5998,0.412824,-0.484309,0.897133
7.6506,0.412824,-0.484309,0.897133
7.6528,0.412824,-0.484309,0.897133
7.6915,0.412824,-0.484309,0.897133
7.6983,0.412824,-0.516648,0.929472
7.7317,0.412824,-0.516648,0.929472
7.7770,0.412824,-0.516648,0.929472
7.7990,0.412824,-0.569945,0.982769
7.8173,0.412824,-0.569945,0.982769
7.8626,0.412824,-0.569945,0.982769
7.8990,0.412824,-0.638049,1.050873
7.9043,0.412824,-0.638049,1.050873
7.9494,0.412824,-0.638049,1.050873
7.9953,0.412824,-0.638049,1.050873
7.9991,0.412824,-0.787367,1.200191
8.0399,0.412824,-0.787367,1.200191
8.0874,0.412824,-0.787367,1.200191
8.0987,0.412824,-0.912667,1.325491
8.1382,0.412824,-0.912667,1.325491
8.1842,0.412824,-0.912667,1.325491
8.1992,0.412824,-1.112414,1.525238
8.2310,0.412824,-1.112414,1.525238
8.2818,0.412824,-1.112414,1.525238
8.2884,0.412824,-1.112414,1.525238
8.2993,0.412824,-1.369782,1.782606
8.3370,0.412824,-1.369782,1.782606
8.3863,0.412824,-1.369782,1.782606
8.3990,0.412824,-1.703885,2.116709
8.4397,0.412824,-1.703885,2.116709
8.4875,0.412824,-1.703885,2.116709
8.4987,0.412824,-2.070792,2.483616
8.5382,0.412824,-2.070792,2.483616
8.5890,0.412824,-2.070792,2.483616
8.5957,0.412824,-2.070792,2.483616
8.5999,0.412824,-2.391274,2.804098
8.6419,0.412824,-2.391274,2.804098
8.6903,0.412824,-2.391274,2.804098
8.6988,0.412824,-2.629249,3.042073
8.7496,0.412824,-2.629249,3.042073
8.7650,0.412824,-2.629249,3.042073
8.7995,0.412824,-2.720082,3.132906
8.8157,0.412824,-2.720082,3.132906
8.8666,0.412824,-2.720082,3.132906
8.8812,0.412824,-2.720082,3.132906
8.8989,0.412824,-2.899020,-2.971341
8.9290,0.412824,-2.899020,-2.971341
8.9776,0.412824,-2.899020,-2.971341
8.9989,0.412824,-2.994960,-2.875401
9.0376,0.412824,-2.994960,-2.875401
9.0785,0.412824,-2.994960,-2.875401
9.0990,0.412824,-3.081620,-2.788741
9.1206,0.412824,-3.081620,-2.788741
9.1714,0.412824,-3.081620,-2.788741
9.1759,0.412824,-3.081620,-2.788741
9.1990,0.412824,-3.128168,-2.742193
9.2181,0.412824,-3.128168,-2.742193
9.2580,0.412824,-3.128168,-2.742193
9.3006,0.412824,3.122355,-2.709531
9.3130,0.412824,3.122355,-2.709531
9.3509,0.412824,3.122355,-2.709531
9.3993,0.412824,3.104758,-2.691934
9.4065,0.412824,3.104758,-2.691934
9.4494,0.412824,3.104758,-2.691934
9.4922,0.412824,3.104758,-2.691934
9.4985,0.412824,3.086907,-2.674083
9.5493,0.412824,3.086907,-2.674083
9.5545,0.412824,3.086907,-2.674083
9.5993,0.412824,3.085158,-2.672334
9.6013,0.412824,3.085158,-2.672334
9.6521,0.412824,3.085158,-2.672334
9.6632,0.412824,3.085158,-2.672334
9.6992,0.412824,3.087488,-2.674664
9.7086,0.412824,3.087488,-2.674664
9.7527,0.412824,3.087488,-2.674664
9.7992,0.412824,3.102278,-2.689454
9.8124,0.412824,3.102278,-2.689454
9.8589,0.412824,3.102278,-2.689454
9.8993,0.412824,3.127518,-2.714694
9.9088,0.412824,3.127518,-2.714694
9.9596,0.412824,3.127518,-2.714694
9.9745,0.412824,3.127518,-2.714694
9.9993,0.412824,-3.118015,-2.752347
10.0220,0.412824,-3.118015,-2.752347
10.0728,0.412824,-3.118015,-2.752347
10.0747,0.412824,-3.118015,-2.752347
10.1025,0.412824,-3.047239,-2.823122
10.1144,0.412824,-3.047239,-2.823122
10.1598,0.412824,-3.047239,-2.823122
10.1992,0.412824,-2.989058,-2.881303
10.2109,0.412824,-2.989058,-2.881303
10.2555,0.412824,-2.989058,-2.881303
10.3002,0.412824,-2.835225,-3.035136
10.3072,0.412824,-2.835225,-3.035136
10.3572,0.412824,-2.835225,-3.035136
10.3992,0.412824,-2.610061,3.022885
10.4059,0.412824,-2.610061,3.022885
10.4548,0.412824,-2.610061,3.022885
10.4993,0.412824,-2.230470,2.643294
10.5062,0.412824,-2.230470,2.643294
10.5570,0.412824,-2.230470,2.643294
10.5581,0.412824,-2.230470,2.643294
10.5993,0.412824,-1.712416,2.125240
10.6089,0.412824,-1.712416,2.125240
10.6598,0.412824,-1.712416,2.125240
10.6617,0.412824,-1.712416,2.125240
10.6992,0.412824,-1.275412,1.688236
10.7104,0.412824,-1.275412,1.688236
10.7612,0.412824,-1.275412,1.688236
10.7997,0.412824,-1.088876,1.501700
10.8217,0.412824,-1.088876,1.501700
10.8725,0.412824,-1.088876,1.501700
10.8738,0.412824,-1.088876,1.501700
10.8993,0.412824,-1.004226,1.417050
10.9331,0.412824,-1.004226,1.417050
10.9840,0.412824,-1.004226,1.417050
10.9850,0.412824,-1.004226,1.417050
10.9992,0.412824,-1.088977,1.501801
11.0403,0.412824,-1.088977,1.501801
11.0910,0.412824,-1.088977,1.501801
11.0989,0.412824,-1.376947,1.789771
11.1447,0.412824,-1.376947,1.789771
11.1935,0.412824,-1.376947,1.789771
11.1986,0.412824,-1.702482,2.115306
11.2494,0.412824,-1.702482,2.115306
11.2573,0.412824,-1.702482,2.115306
11.2992,0.412824,-1.869777,2.282601
11.3056,0.412824,-1.869777,2.282601
11.3564,0.412824,-1.869777,2.282601
11.3740,0.412824,-1.869777,2.282601
11.3989,0.412824,-2.146950,2.559775
11.4219,0.412824,-2.146950,2.559775
11.4707,0.412824,-2.146950,2.559775
11.4990,0.412824,-2.398694,2.811519
11.5498,0.412824,-2.398694,2.811519
11.5510,0.412824,-2.398694,2.811519
11.5951,0.412824,-2.398694,2.811519
11.5998,0.412824,-2.624629,3.037453
11.6373,0.412824,-2.624629,3.037453
11.6881,0.412824,-2.624629,3.037453
11.6924,0.412824,-2.624629,3.037453
11.6986,0.412824,-2.733486,-3.136875
11.7378,0.412824,-2.733486,-3.136875
11.7885,0.412824,-2.733486,-3.136875
11.7944,0.412824,-2.733486,-3.136875
11.7984,0.412824,-2.838018,-3.032343
11.8343,0.412824,-2.838018,-3.032343
11.8755,0.412824,-2.838018,-3.032343
11.9001,0.412824,-2.923387,-2.946974
11.9330,0.412824,-2.923387,-2.946974
11.9805,0.412824,-2.923387,-2.946974
11.9988,0.412824,-2.992265,-2.878097
12.0369,0.412824,-2.992265,-2.878097
